N,P,K,temperature,humidity,ph,rainfall,label
18.64,134.77,201.42,21.99,95.41,5.5,114.23,apple
31.14,148.94,198.43,22.84,83.09,5.9,57.43,grapes
17.77,28.72,33.08,35.39,54.78,5.98,86.1,mango
12.08,13.84,27.5,28.89,93.98,6.24,151.15,coconut
24.88,77.34,15.51,27.16,62.0,6.94,44.49,lentil
18.83,46.7,21.97,28.58,80.01,6.26,55.44,mungbean
106.65,14.23,50.5,27.33,91.73,5.93,22.94,muskmelon
23.62,19.39,29.2,30.98,92.82,5.97,179.41,coconut
21.61,13.57,6.25,21.43,95.14,7.19,118.45,orange
107.54,16.95,48.33,29.13,92.55,6.61,31.46,muskmelon
20.03,21.63,10.31,23.2,90.05,7.23,103.68,orange
14.98,66.36,17.76,22.14,58.26,6.03,144.36,pigeonpeas
26.5,123.11,219.31,21.48,92.07,5.47,105.74,apple
40.49,68.54,77.04,18.54,14.97,7.19,76.3,chickpea
41.39,65.96,17.75,31.72,68.77,6.92,78.82,blackgram
104.14,34.23,33.4,23.32,61.17,6.5,162.56,coffee
31.8,73.22,14.6,16.36,22.93,5.86,70.49,kidneybeans
21.29,12.18,24.73,22.57,95.64,6.15,190.18,coconut
40.97,65.23,80.69,17.41,16.51,7.4,69.93,chickpea
22.37,41.38,44.02,27.1,49.05,3.5,48.28,mothbeans
18.01,44.09,40.05,27.93,48.94,3.17,52.07,mothbeans
24.34,137.13,185.06,23.23,79.18,5.85,78.44,grapes
43.77,68.91,85.45,19.35,15.58,6.63,77.91,chickpea
15.7,14.12,13.62,20.37,92.36,7.07,125.57,orange
17.54,67.19,20.32,22.23,64.66,6.79,34.44,lentil
42.5,58.54,18.32,28.37,70.14,7.32,47.26,blackgram
105.5,79.39,44.95,26.04,79.82,6.4,81.79,banana
26.1,12.44,33.33,28.64,92.05,6.5,179.17,coconut
22.76,15.73,13.53,24.27,92.86,7.15,115.07,orange
73.59,39.29,40.6,23.51,84.13,5.66,169.32,rice
12.2,45.25,11.13,30.74,82.74,6.98,55.57,mungbean
14.38,17.45,31.26,24.9,92.16,5.89,181.3,coconut
22.07,129.39,198.43,24.59,75.36,5.53,62.63,grapes
13.92,31.85,46.94,27.81,50.43,3.57,49.52,mothbeans
22.86,19.45,30.26,30.36,98.8,6.06,157.13,coconut
14.97,65.91,18.77,23.85,22.73,5.29,59.35,kidneybeans
26.01,15.63,28.53,26.31,95.72,6.01,180.24,coconut
26.38,48.39,40.94,27.9,52.2,3.6,61.61,mothbeans
100.47,79.64,38.54,27.94,87.89,6.14,112.31,banana
14.9,16.95,14.1,22.56,93.62,7.33,124.84,orange
109.46,18.83,46.17,23.13,87.02,6.43,34.59,watermelon
104.82,31.55,29.84,24.16,56.25,6.71,158.74,coffee
44.22,68.96,20.81,26.84,66.25,7.14,75.29,blackgram
106.45,19.55,43.42,27.07,93.65,6.31,19.63,muskmelon
99.97,28.08,22.93,26.33,58.91,7.0,155.0,coffee
108.39,17.04,47.89,30.09,92.24,6.07,30.77,muskmelon
15.81,139.5,194.83,23.84,94.42,5.61,124.52,apple
94.71,72.56,43.68,28.99,81.02,5.96,98.89,banana
87.48,45.39,18.32,21.44,58.28,6.22,49.96,maize
100.83,18.17,50.69,30.38,92.69,6.28,30.21,muskmelon
40.41,63.36,25.99,32.08,62.3,6.6,64.14,blackgram
15.28,129.02,177.53,24.01,94.54,5.7,111.42,apple
42.52,68.45,16.97,28.97,60.01,7.54,68.13,blackgram
20.6,46.82,45.04,23.83,53.8,4.16,47.12,mothbeans
101.58,15.63,55.36,22.78,85.97,6.04,51.63,watermelon
94.15,98.33,55.07,29.2,81.97,5.52,109.74,banana
97.25,17.62,43.27,28.7,88.57,6.44,46.76,watermelon
22.42,56.52,37.6,30.52,58.73,3.21,58.06,mothbeans
73.95,30.65,38.24,23.02,87.03,6.1,195.62,rice
28.71,14.03,24.76,23.52,96.15,5.8,170.43,coconut
18.73,29.4,26.38,31.28,51.57,5.55,101.08,mango
27.03,133.19,189.63,27.18,78.75,5.35,73.58,grapes
20.64,13.7,41.65,20.37,88.9,6.85,113.26,pomegranate
15.3,62.52,22.39,17.1,22.85,5.29,73.48,kidneybeans
21.72,122.1,191.79,23.98,81.18,6.58,69.81,grapes
70.01,41.95,49.51,23.96,87.68,6.33,156.04,jute
84.98,35.72,40.36,22.52,83.44,6.1,220.75,rice
111.76,43.69,21.82,25.92,79.61,6.88,84.64,cotton
22.31,46.36,25.63,27.03,88.87,6.59,43.13,mungbean
37.15,61.1,19.14,27.62,70.63,6.97,66.22,blackgram
21.0,76.98,32.44,20.21,20.27,5.86,73.88,kidneybeans
79.31,38.49,32.61,22.28,80.62,6.32,206.87,rice
23.95,136.84,194.81,24.46,78.22,6.39,62.66,grapes
15.27,129.7,196.81,19.67,94.94,5.4,131.15,apple
20.05,22.17,48.94,21.51,83.1,6.45,101.88,pomegranate
24.68,67.67,20.32,29.11,43.69,5.71,117.71,pigeonpeas
72.58,44.32,24.94,24.18,68.05,6.17,56.84,maize
87.57,43.77,16.03,17.69,61.81,6.1,76.42,maize
22.56,128.33,193.78,19.04,87.42,5.47,96.16,apple
20.44,73.64,21.25,26.79,50.28,5.56,139.58,pigeonpeas
20.03,16.35,35.19,28.29,95.4,6.12,172.23,coconut
21.87,73.73,22.09,27.8,59.36,5.97,158.61,pigeonpeas
49.85,56.92,53.53,34.47,92.11,7.17,155.93,papaya
52.03,60.23,42.91,33.34,90.77,6.56,126.44,papaya
44.69,58.96,75.19,16.46,13.18,7.25,78.06,chickpea
23.64,14.11,10.3,20.49,93.69,6.84,108.83,orange
88.98,43.27,39.72,23.28,78.62,6.73,202.58,rice
16.61,17.14,12.07,22.29,95.21,7.14,120.96,orange
16.47,55.23,18.49,23.35,65.95,6.85,42.44,lentil
24.12,25.48,28.38,33.27,57.99,6.19,88.45,mango
109.9,80.47,47.25,27.95,75.75,6.31,92.33,banana
117.0,65.36,48.92,30.45,80.49,6.23,106.2,banana
72.78,32.6,38.53,26.8,77.55,7.34,170.38,jute
18.49,132.43,195.98,20.51,78.93,5.94,67.85,grapes
55.42,58.15,45.23,30.92,89.56,6.96,141.19,papaya
22.15,141.55,201.34,25.33,91.64,5.99,124.66,apple
29.1,129.44,219.21,25.78,80.54,5.46,68.81,grapes
95.56,15.12,41.16,25.04,84.84,6.7,50.55,watermelon
129.68,46.1,12.22,24.73,77.21,7.16,86.96,cotton
25.69,75.69,23.92,19.17,17.77,5.45,70.23,kidneybeans
106.21,22.95,54.77,29.34,82.23,6.25,40.49,watermelon
16.54,73.4,24.17,29.17,47.35,5.87,139.4,pigeonpeas
14.32,65.04,20.08,21.61,56.53,6.26,50.77,lentil
95.21,14.88,48.7,25.03,92.17,6.67,25.68,muskmelon
102.51,80.1,51.89,27.88,83.33,6.38,105.94,banana
16.21,59.63,18.67,24.07,64.8,7.31,43.11,lentil
17.96,142.82,201.13,20.94,93.61,5.55,116.14,apple
19.47,71.13,18.25,15.79,28.0,6.11,52.08,kidneybeans
18.58,24.63,31.31,29.84,52.0,5.6,92.61,mango
87.77,46.1,19.19,20.84,59.93,6.31,47.76,maize
22.3,11.73,7.08,22.46,90.55,8.01,116.19,orange
25.32,26.52,24.64,30.03,42.56,5.66,98.89,mango
23.1,13.36,24.87,26.86,92.19,6.14,189.66,coconut
85.22,46.78,42.07,24.88,79.68,5.63,164.43,rice
15.3,17.29,5.63,23.21,93.26,6.5,128.6,orange
101.3,22.66,24.47,25.03,55.98,6.31,129.59,coffee
124.83,54.55,23.84,24.88,83.62,6.63,87.76,cotton
21.75,67.93,21.7,28.44,54.39,5.41,139.85,pigeonpeas
39.7,63.99,16.47,28.3,63.29,7.23,65.78,blackgram
94.45,19.75,55.93,26.02,91.02,6.14,38.16,muskmelon
23.43,55.39,16.78,30.15,79.49,6.24,40.33,mungbean
89.47,29.72,25.78,22.57,53.83,6.86,173.88,coffee
93.14,35.96,35.8,22.4,75.63,5.84,184.82,rice
100.84,18.35,51.05,28.92,92.87,5.77,28.18,muskmelon
41.31,69.92,45.17,33.68,92.52,6.61,141.65,papaya
51.41,55.2,45.89,35.89,91.84,6.79,141.4,papaya
14.59,39.08,21.65,27.57,87.14,6.81,50.12,mungbean
24.84,131.88,203.08,23.54,83.0,5.54,65.37,grapes
26.52,28.48,27.64,28.49,51.98,5.96,110.74,mango
22.81,49.59,21.98,28.0,87.24,7.08,45.72,mungbean
41.51,70.83,85.13,17.8,15.39,6.74,71.73,chickpea
79.25,49.36,14.89,19.84,70.27,6.49,66.82,maize
24.11,34.9,31.51,30.63,55.16,6.44,90.2,mango
15.33,11.67,46.7,20.63,93.49,7.02,91.57,pomegranate
20.99,13.61,40.5,26.66,96.59,5.43,165.46,coconut
21.0,17.24,29.26,30.59,43.18,5.72,103.1,mango
72.99,58.73,15.25,22.62,68.17,6.62,58.15,maize
18.8,16.85,31.83,28.4,94.92,5.9,163.55,coconut
20.83,46.54,39.52,26.24,61.99,3.28,63.25,mothbeans
100.18,85.75,51.16,29.62,79.7,5.94,112.11,banana
24.86,18.16,21.93,29.65,94.19,6.02,159.43,coconut
74.06,37.17,40.5,22.5,77.35,6.02,178.75,rice
17.57,64.36,15.77,30.45,46.71,5.81,141.44,pigeonpeas
88.43,26.64,28.1,24.86,58.18,6.74,118.77,coffee
45.35,66.87,74.59,17.67,13.77,6.8,78.55,chickpea
22.31,18.62,29.34,32.36,92.79,6.42,173.9,coconut
21.03,60.79,21.34,27.69,38.46,5.44,143.8,pigeonpeas
46.24,55.14,53.27,31.86,94.67,6.93,146.31,papaya
104.14,16.53,53.82,28.8,91.15,6.26,24.26,muskmelon
17.2,41.81,22.66,26.41,83.15,6.17,44.14,mungbean
78.58,37.57,40.41,25.31,76.4,6.21,167.75,rice
107.22,29.41,31.4,27.54,57.25,6.37,174.52,coffee
33.92,61.39,21.84,30.04,65.31,6.87,64.95,blackgram
22.61,17.67,41.5,23.67,88.11,6.96,74.51,pomegranate
25.82,129.3,196.76,26.34,94.89,5.3,119.65,apple
96.25,12.24,48.96,26.25,90.42,6.14,46.59,watermelon
45.12,69.96,82.89,16.9,13.55,7.0,78.3,chickpea
94.61,10.84,51.8,25.14,86.67,6.43,46.56,watermelon
105.34,81.83,58.19,28.33,76.71,5.69,114.82,banana
99.51,26.97,31.44,24.34,67.09,6.76,150.2,coffee
97.87,27.91,28.21,27.91,52.38,6.51,126.26,coffee
24.78,62.09,18.14,19.92,24.13,5.62,59.02,kidneybeans
27.42,46.12,43.27,24.78,51.69,3.4,57.68,mothbeans
86.34,18.85,51.73,22.98,80.41,6.96,61.31,watermelon
38.04,61.91,14.89,29.25,69.22,7.28,63.03,blackgram
92.54,76.02,54.13,26.11,76.58,5.81,113.39,banana
111.82,41.14,20.86,25.82,83.75,7.13,78.66,cotton
16.3,71.45,24.14,15.31,17.28,5.25,58.5,kidneybeans
71.86,46.71,13.33,22.8,68.24,6.36,75.74,maize
96.17,13.25,47.85,27.52,92.54,6.38,20.86,muskmelon
21.74,16.56,13.89,22.45,89.03,7.44,98.63,orange
18.89,23.0,29.38,22.83,96.41,6.78,126.81,pomegranate
80.58,53.15,20.96,21.48,64.02,6.48,59.63,maize
111.29,19.84,54.67,28.74,89.77,6.29,29.85,muskmelon
26.77,134.45,195.77,28.3,80.72,6.35,64.99,grapes
48.95,63.68,53.5,34.25,89.82,6.27,147.6,papaya
100.41,13.32,48.4,30.78,92.64,6.29,34.48,muskmelon
16.25,14.9,10.09,21.3,93.81,7.07,120.89,orange
106.41,15.91,48.92,27.73,90.44,6.17,23.65,muskmelon
80.73,45.45,36.45,26.3,83.36,6.04,163.25,jute
21.0,138.35,222.43,22.49,76.0,5.4,67.5,grapes
81.45,51.62,46.06,24.17,76.22,6.68,159.29,jute
58.02,47.24,38.5,23.03,81.26,7.05,166.43,jute
98.48,31.58,29.37,24.79,55.62,6.75,169.95,coffee
114.98,42.86,19.87,24.13,79.9,7.02,75.7,cotton
22.43,17.42,41.09,24.58,89.6,6.3,132.72,pomegranate
111.73,51.87,14.79,22.04,79.79,6.67,71.15,cotton
19.08,66.78,13.88,20.03,23.29,5.68,76.24,kidneybeans
22.79,15.83,8.57,20.67,91.52,6.87,116.64,orange
103.57,22.7,28.3,23.55,59.79,6.8,162.22,coffee
25.73,72.41,14.75,20.24,26.32,5.82,75.91,kidneybeans
15.88,128.74,190.8,23.84,79.09,6.22,66.12,grapes
22.86,140.25,228.15,21.2,80.69,5.65,84.92,grapes
42.45,70.17,84.55,18.82,15.28,7.2,99.0,chickpea
18.48,24.48,36.55,29.44,53.68,5.83,90.4,mango
19.19,15.76,38.6,19.19,89.68,7.03,115.22,pomegranate
60.51,55.18,55.02,33.21,89.83,6.73,155.74,papaya
11.15,74.67,14.3,18.47,19.28,5.88,49.02,kidneybeans
104.86,24.16,22.35,26.11,66.72,6.4,173.33,coffee
20.62,18.97,44.12,21.67,93.61,6.7,107.69,pomegranate
18.19,55.63,16.45,29.54,87.07,6.98,42.66,mungbean
45.72,52.22,46.76,33.34,87.26,6.64,159.87,papaya
24.95,64.71,19.83,19.12,24.39,5.03,58.93,kidneybeans
20.2,48.84,41.96,28.73,54.56,3.0,66.12,mothbeans
22.78,19.66,29.52,24.23,96.11,6.33,191.17,coconut
18.62,59.88,24.67,23.67,67.49,6.65,47.46,lentil
13.96,15.3,42.76,20.53,89.1,6.21,109.24,pomegranate
19.75,25.21,32.63,30.21,57.96,6.44,86.08,mango
12.76,69.66,15.86,27.42,66.62,6.78,39.04,lentil
33.25,75.84,20.28,27.19,63.79,7.03,85.05,blackgram
108.3,86.59,60.37,26.06,74.86,5.85,107.51,banana
93.42,17.37,53.07,27.41,80.53,6.43,53.57,watermelon
113.42,73.24,57.15,28.35,73.14,6.81,104.24,banana
102.14,21.6,52.1,28.7,86.62,6.82,47.41,watermelon
19.4,18.03,7.61,21.08,92.7,7.1,116.09,orange
75.06,53.22,22.73,25.69,67.92,6.39,65.91,maize
16.02,72.92,19.38,23.05,57.48,6.63,31.87,lentil
90.78,87.81,52.39,29.1,81.3,6.04,84.29,banana
23.44,65.06,19.82,19.05,13.32,5.7,58.1,kidneybeans
52.36,60.47,46.77,32.74,89.12,6.44,175.43,papaya
10.72,50.91,19.9,30.4,82.71,5.65,50.23,mungbean
24.26,15.08,30.2,27.82,90.48,6.07,148.77,coconut
120.85,42.48,19.82,22.16,86.07,6.43,92.32,cotton
16.1,17.71,45.05,29.06,86.27,6.83,98.51,pomegranate
44.05,54.87,50.23,34.16,95.09,6.82,105.39,papaya
82.71,50.13,16.13,21.9,64.98,6.15,75.03,maize
129.96,47.76,16.36,25.6,82.26,6.91,82.66,cotton
21.81,145.8,203.9,20.6,88.76,5.47,115.88,apple
27.63,131.63,191.18,25.91,84.55,5.65,56.96,grapes
103.27,22.04,33.63,26.65,60.41,7.11,161.78,coffee
90.16,31.18,29.38,26.56,54.83,6.89,167.66,coffee
99.17,14.75,48.5,25.0,80.87,6.36,53.1,watermelon
65.44,53.54,42.56,26.21,75.69,6.92,179.95,jute
40.58,68.95,10.12,27.6,70.44,7.09,66.53,blackgram
17.06,21.21,28.14,33.17,49.87,6.19,111.65,mango
118.65,37.05,15.99,23.41,80.83,6.78,69.63,cotton
82.17,47.69,39.82,24.56,74.14,6.25,201.74,rice
22.25,14.18,7.17,21.38,90.06,7.17,96.06,orange
26.52,133.38,208.34,23.13,84.22,6.09,62.21,grapes
36.12,67.39,16.44,31.32,71.13,7.18,84.19,blackgram
17.33,47.99,17.57,27.19,83.94,6.17,49.17,mungbean
87.07,20.16,40.79,25.49,87.66,6.06,42.61,watermelon
85.67,48.96,20.19,19.28,68.73,6.69,81.63,maize
10.43,67.24,22.18,22.21,62.06,6.85,21.8,lentil
21.62,73.18,15.72,20.36,25.77,5.17,68.2,kidneybeans
27.59,135.73,184.42,18.96,81.45,5.94,59.23,grapes
80.03,38.83,32.92,22.58,80.97,5.76,196.77,rice
18.06,19.98,9.5,20.06,96.35,6.45,101.14,orange
37.73,70.48,83.78,18.18,20.43,6.66,78.06,chickpea
21.85,145.12,213.76,21.78,77.5,6.38,57.64,grapes
101.36,17.01,50.89,25.86,90.94,6.3,24.03,muskmelon
16.54,139.54,196.54,21.23,90.37,5.57,118.84,apple
13.96,63.69,23.13,26.04,62.18,7.16,47.73,lentil
19.28,46.98,48.46,29.47,48.07,3.41,59.56,mothbeans
18.63,46.39,42.45,26.31,50.08,3.36,52.88,mothbeans
77.05,47.86,16.27,21.11,60.58,6.45,77.12,maize
38.68,56.98,82.18,15.52,16.18,7.08,93.61,chickpea
18.77,16.97,36.25,22.68,88.36,7.25,91.77,pomegranate
98.11,15.35,42.9,23.29,85.59,6.6,51.19,watermelon
15.76,17.14,11.71,20.46,95.04,6.91,128.36,orange
14.51,53.04,49.14,30.18,50.69,3.46,38.53,mothbeans
82.37,48.26,22.93,21.84,65.39,5.9,69.16,maize
23.82,71.38,25.89,26.79,46.85,5.21,144.11,pigeonpeas
13.48,14.99,34.09,23.99,87.91,6.74,102.43,pomegranate
27.19,70.53,19.03,25.95,54.15,5.41,174.43,pigeonpeas
24.18,134.31,217.54,25.94,77.11,5.64,74.79,grapes
20.63,39.51,37.62,26.52,58.96,3.79,51.94,mothbeans
24.92,75.43,22.25,17.24,28.95,5.54,61.65,kidneybeans
22.8,59.07,44.48,28.79,49.31,3.55,53.68,mothbeans
76.12,46.55,48.18,22.91,80.81,6.83,184.36,jute
17.01,136.33,202.47,21.66,93.27,5.49,122.32,apple
118.23,47.81,14.11,20.31,76.72,7.33,83.34,cotton
19.02,63.04,19.06,21.07,55.15,7.01,41.93,lentil
93.69,32.65,28.41,25.06,50.47,7.01,164.41,coffee
103.69,72.87,54.79,25.89,80.05,5.97,89.74,banana
28.52,149.3,201.76,25.02,81.61,6.16,67.8,grapes
13.53,45.85,19.01,29.25,86.14,6.79,53.63,mungbean
51.11,66.63,53.84,36.96,89.91,6.8,148.33,papaya
71.99,46.59,27.19,23.28,62.14,6.67,73.99,maize
100.79,28.9,34.53,25.95,59.0,6.41,165.07,coffee
96.89,19.8,50.32,26.41,79.68,5.32,52.27,watermelon
8.04,66.07,13.48,30.41,51.89,5.84,172.82,pigeonpeas
41.91,72.62,12.03,30.82,64.62,7.03,72.59,blackgram
13.61,43.85,22.93,27.61,84.61,6.61,34.03,mungbean
37.09,54.81,78.33,20.85,18.78,7.29,92.36,chickpea
16.67,71.58,17.8,27.77,44.82,6.22,145.18,pigeonpeas
80.66,43.63,42.41,23.22,79.63,6.14,237.64,rice
93.77,27.51,27.04,27.11,55.39,6.69,162.6,coffee
101.15,26.63,32.57,22.88,59.95,6.45,147.33,coffee
79.12,45.77,20.78,24.15,59.87,6.54,53.0,maize
17.07,13.81,8.43,19.27,90.43,7.58,118.83,orange
100.44,14.81,45.44,29.4,93.69,6.48,32.58,muskmelon
21.76,133.4,212.12,23.94,92.83,5.82,122.89,apple
45.96,55.42,50.43,33.52,91.45,7.1,169.07,papaya
39.9,68.45,14.28,29.56,69.05,6.53,70.01,blackgram
92.75,22.2,51.92,25.22,84.25,6.59,52.24,watermelon
37.04,66.87,80.4,16.38,17.27,6.86,79.86,chickpea
10.81,16.02,8.62,19.87,90.89,6.83,109.42,orange
17.31,14.59,35.89,24.61,90.41,6.53,113.12,pomegranate
49.0,60.51,49.48,31.21,93.03,7.28,152.14,papaya
18.5,126.59,192.6,18.97,93.1,5.78,94.54,apple
16.56,74.02,22.79,18.11,19.08,5.79,69.63,kidneybeans
19.71,59.41,18.57,20.78,23.3,5.85,65.5,kidneybeans
103.0,21.17,52.35,25.21,82.04,6.66,67.25,watermelon
78.85,45.37,49.11,23.11,87.1,6.71,141.96,jute
19.76,26.12,30.76,28.7,49.03,6.22,101.42,mango
17.22,17.44,45.59,24.55,89.48,7.03,111.29,pomegranate
40.54,65.27,21.75,28.77,65.71,7.36,71.42,blackgram
109.61,48.2,22.63,24.42,76.8,7.04,75.98,cotton
21.67,74.01,22.6,15.99,25.21,5.4,61.16,kidneybeans
17.43,20.76,20.16,26.72,96.34,5.87,167.71,coconut
75.15,37.49,44.58,23.33,80.41,6.15,201.94,rice
18.17,68.57,19.56,25.84,69.09,6.72,40.07,lentil
81.31,49.12,25.46,22.25,62.85,6.54,65.43,maize
39.34,67.38,77.88,16.7,16.51,7.13,69.1,chickpea
94.6,21.3,50.96,29.32,89.0,6.66,31.51,muskmelon
20.54,18.25,7.72,23.24,94.25,6.97,134.02,orange
20.57,17.79,40.14,21.63,93.64,6.33,114.29,pomegranate
41.34,69.54,71.09,19.79,14.55,7.04,96.12,chickpea
23.01,63.49,20.52,23.83,70.29,7.02,43.12,lentil
73.94,57.0,19.84,19.14,65.64,6.3,68.41,maize
23.57,60.94,22.92,19.03,17.18,5.58,71.86,kidneybeans
26.38,17.95,31.89,28.23,93.2,5.88,158.76,coconut
82.66,18.5,57.6,28.23,89.94,6.15,33.85,muskmelon
103.11,17.02,52.71,23.38,89.67,6.8,39.24,watermelon
25.3,37.97,47.93,26.53,45.92,3.57,58.08,mothbeans
74.08,45.77,12.44,21.1,52.88,6.02,67.6,maize
81.36,53.4,23.34,22.92,64.65,6.0,64.3,maize
29.23,44.09,44.47,29.99,61.52,3.01,35.71,mothbeans
32.19,64.35,82.97,15.49,16.88,6.59,84.66,chickpea
45.23,65.32,13.64,31.49,64.98,7.01,84.08,blackgram
80.04,53.6,38.69,25.97,83.17,7.4,177.61,jute
54.89,53.38,53.5,32.1,92.21,6.91,136.11,papaya
15.66,70.4,15.4,20.33,22.85,5.18,58.22,kidneybeans
108.91,17.65,54.27,28.02,94.11,6.42,25.07,muskmelon
17.13,16.25,9.0,21.34,92.16,7.01,119.13,orange
44.04,62.76,17.3,29.09,57.02,6.9,75.33,blackgram
19.93,68.41,13.74,22.28,67.36,6.95,54.45,lentil
67.19,50.71,23.04,20.85,52.04,6.34,63.92,maize
14.38,40.08,45.99,27.84,50.1,3.36,55.57,mothbeans
19.1,17.88,36.73,17.9,91.12,7.14,99.91,pomegranate
10.03,40.17,53.15,26.84,47.13,3.44,66.54,mothbeans
96.32,14.23,51.34,25.37,86.17,6.19,37.19,watermelon
102.51,16.91,51.57,25.43,88.37,6.7,51.54,watermelon
16.35,44.91,21.38,28.7,83.31,6.45,56.59,mungbean
78.65,40.34,32.88,22.46,82.33,5.65,207.51,rice
90.54,19.06,48.69,27.13,91.93,6.31,29.47,muskmelon
22.59,65.92,16.51,29.76,51.61,5.43,170.33,pigeonpeas
72.67,41.04,30.2,21.67,82.59,6.22,203.43,rice
100.75,26.86,31.11,26.21,49.7,6.73,191.54,coffee
21.92,43.99,42.36,30.07,45.89,3.21,46.82,mothbeans
43.1,77.29,79.1,16.54,15.45,7.41,73.54,chickpea
122.34,82.55,54.73,23.44,86.01,6.23,99.19,banana
20.03,43.37,44.18,28.42,48.03,3.2,38.89,mothbeans
40.63,76.69,74.0,16.64,17.54,7.05,83.51,chickpea
14.88,71.49,23.35,23.37,62.79,7.34,49.04,lentil
97.87,17.99,53.75,26.22,84.0,6.6,53.84,watermelon
24.56,22.28,31.67,30.97,48.33,6.27,103.79,mango
86.01,46.21,42.77,27.69,77.51,6.6,175.29,jute
38.9,61.94,43.45,33.99,91.38,6.9,149.42,papaya
19.35,73.03,14.29,26.16,64.19,7.23,44.44,lentil
56.1,60.35,41.97,35.01,89.67,7.12,133.66,papaya
102.09,17.53,49.24,26.62,88.7,6.04,45.22,watermelon
37.67,66.47,92.22,14.99,16.76,7.14,90.86,chickpea
17.07,52.48,21.7,24.91,84.38,6.72,54.7,mungbean
101.78,19.09,51.96,25.93,93.3,6.43,19.65,muskmelon
17.43,69.44,27.22,18.62,23.88,5.31,55.44,kidneybeans
16.96,53.75,17.39,26.39,86.23,6.81,46.87,mungbean
50.76,65.88,48.9,33.19,93.07,6.17,142.45,papaya
12.72,68.35,12.35,27.86,41.16,6.3,163.67,pigeonpeas
17.4,45.42,45.06,28.96,51.66,3.0,46.54,mothbeans
103.01,25.57,27.96,26.84,63.34,6.36,132.04,coffee
21.62,50.58,20.91,27.35,87.77,6.8,50.46,mungbean
109.63,18.26,56.52,26.21,79.47,6.89,51.08,watermelon
25.04,128.07,219.4,22.46,84.43,6.06,71.52,grapes
40.43,61.64,64.39,18.87,18.71,6.29,69.9,chickpea
98.07,20.53,43.44,26.07,79.99,6.25,40.3,watermelon
20.56,27.22,24.69,32.11,53.16,6.2,104.47,mango
18.77,14.45,8.56,22.06,92.22,6.86,106.72,orange
18.23,19.85,9.69,20.28,93.36,6.91,117.45,orange
75.8,41.07,39.44,22.78,83.84,6.23,189.39,rice
78.53,36.23,35.55,22.18,81.77,6.1,205.53,rice
15.12,115.38,197.35,24.49,77.62,5.67,74.61,grapes
84.3,45.32,25.27,22.4,75.38,6.29,77.36,maize
25.01,42.76,41.54,24.06,53.52,4.11,52.22,mothbeans
22.04,69.8,17.5,22.1,62.29,6.6,45.38,lentil
118.17,44.79,9.74,24.04,81.21,6.75,68.45,cotton
76.94,38.65,35.11,22.56,83.13,6.23,181.56,rice
24.34,132.3,193.4,20.53,91.89,5.78,117.48,apple
16.46,21.23,9.36,19.99,91.28,6.61,127.21,orange
21.3,119.74,205.66,26.54,81.83,5.75,69.45,grapes
23.45,67.7,13.69,26.39,47.63,5.68,179.59,pigeonpeas
20.67,14.9,30.74,28.26,92.19,5.66,186.69,coconut
96.66,16.73,28.15,24.42,56.75,6.86,168.14,coffee
21.2,20.27,10.16,23.26,90.64,7.09,125.95,orange
17.17,10.49,8.68,19.73,92.46,6.8,123.34,orange
18.33,65.52,23.9,20.84,16.02,5.72,57.9,kidneybeans
128.39,45.04,16.6,22.44,78.05,6.28,72.75,cotton
98.15,19.18,47.98,26.66,77.83,6.19,57.83,watermelon
105.84,76.41,50.26,28.37,71.74,6.64,101.6,banana
118.94,79.73,42.25,26.19,80.06,6.17,97.9,banana
99.22,11.26,45.17,29.79,86.52,6.66,27.61,muskmelon
17.23,17.46,15.03,23.99,91.84,7.2,116.93,orange
21.9,123.2,206.8,22.7,74.53,5.89,78.81,grapes
28.62,45.42,16.24,28.49,83.59,7.04,45.73,mungbean
24.09,77.44,13.66,15.24,28.48,5.82,56.32,kidneybeans
27.77,130.26,210.83,24.41,82.34,6.13,52.95,grapes
76.54,44.18,34.35,23.53,86.32,5.26,184.06,rice
70.91,37.77,44.28,23.21,78.26,6.05,207.71,rice
50.55,59.67,46.94,33.01,92.15,7.43,150.52,papaya
20.29,45.37,44.25,30.38,52.58,3.16,46.85,mothbeans
40.5,67.21,23.15,30.67,73.39,6.7,69.36,blackgram
80.9,41.71,49.38,23.95,80.27,5.73,209.84,rice
23.4,49.09,20.43,28.77,86.97,6.99,58.36,mungbean
22.96,64.43,19.09,17.01,10.75,5.64,89.13,kidneybeans
34.84,64.8,24.15,30.03,59.82,7.38,75.31,blackgram
17.31,48.12,13.03,26.91,82.72,6.64,55.96,mungbean
69.42,41.62,38.07,22.32,83.84,6.31,218.63,rice
12.66,63.3,20.43,27.43,63.51,7.0,52.62,lentil
92.72,79.29,43.89,25.36,74.85,5.73,122.03,banana
22.73,60.17,24.85,19.52,19.52,5.74,47.24,kidneybeans
83.77,39.94,35.51,23.08,79.97,6.29,197.06,rice
50.37,52.98,60.28,33.06,93.31,6.93,143.91,papaya
74.25,48.13,22.07,20.55,65.93,6.27,53.88,maize
22.76,64.49,21.05,19.59,20.06,5.46,58.09,kidneybeans
90.77,87.13,51.59,29.63,79.94,5.74,102.44,banana
35.0,64.48,83.2,19.09,15.28,6.89,76.08,chickpea
52.79,64.18,79.92,21.08,22.02,7.62,92.08,chickpea
18.75,31.12,28.85,31.86,49.43,5.98,91.23,mango
113.27,16.55,51.0,27.87,90.36,6.79,22.36,muskmelon
